fecha_extraccion,sistema_origen,archivo_origen,nro_linea_archivo,legajo,nombre,apellido,departamento_codigo,departamento_descripcion,tipo_empleado,salario,precio_hora,precio_hora_extra,consultora_cuit,consultora_razon_social,evaluacion_2024,evaluacion_2023,evaluacion_2022,evaluacion_2021,evaluacion_2020,rotacion
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1462,1462,Delfina,Pereyra,D001,Finanzas,Efectivo,131772.48,,,,,Excelente,Regular,Bueno,Bueno,Malo,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1463,1463,Benjamin,Avila,D004,Ventas,Contratado,,2592.83,4474.43,30-12345678-9,Consultora Alfa,Bueno,Regular,Regular,Bueno,Bueno,1
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1464,1464,Sofia,Fernandez,D004,Ventas,Contratado,,1584.74,3805.29,30-12345678-9,Consultora Alfa,Bueno,Excelente,Bueno,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1465,1465,Lucio,Ayala,D001,Finanzas,Contratado,,2672.57,3975.91,30-11223344-5,Consultora Gamma,Bueno,Bueno,Bueno,Malo,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1466,1466,Juan Gabriel,Sanchez,D003,IT,Efectivo,124570.65,,,,,Malo,Bueno,Regular,Bueno,Regular,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1467,1467,Benjamin,Nuñez,D003,IT,Contratado,,2342.06,5621.03,30-11223344-5,Consultora Gamma,Regular,Excelente,Bueno,Excelente,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1468,1468,Bastian,Ramos,D002,Recursos Humanos,Efectivo,120006.21,,,,,Bueno,Malo,Excelente,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1469,1469,Thiago Leonel,Guzman,D004,Ventas,Efectivo,119720.99,,,,,Regular,Bueno,Bueno,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1470,1470,Thiago Daniel,Torres,D002,Recursos Humanos,Efectivo,110163.16,,,,,Excelente,Bueno,Malo,Regular,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1471,1471,Thiago Joaquin,Ruiz,D005,Operaciones,Efectivo,124655.72,,,,,Bueno,Excelente,Excelente,Regular,Malo,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1472,1472,Santino,Sanchez,D003,IT,Efectivo,144752.95,,,,,Bueno,Bueno,Excelente,Bueno,Regular,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1473,1473,Valentino,Fernandez,D003,IT,Contratado,,2306.3,3841.88,30-12345678-9,Consultora Alfa,Bueno,Bueno,Regular,Bueno,Excelente,1
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1474,1474,Santino Agustin,Arias,D001,Finanzas,Efectivo,110888.22,,,,,Regular,Malo,Bueno,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1475,1475,Thiago Daniel,Ferreyra,D001,Finanzas,Efectivo,79623.87,,,,,Malo,Regular,Bueno,Bueno,Bueno,1
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1476,1476,Joaquin,Martin,D002,Recursos Humanos,Efectivo,95422.26,,,,,Regular,Bueno,Bueno,Regular,Malo,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1477,1477,Juliana,Soria,D003,IT,Contratado,,2619.02,5374.39,30-11223344-5,Consultora Gamma,Bueno,Bueno,Malo,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1478,1478,Maia,Diaz,D002,Recursos Humanos,Efectivo,127876.84,,,,,Regular,Regular,Regular,Bueno,Excelente,1
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1479,1479,Salvador,Lopez,D005,Operaciones,Contratado,,3154.87,5350.9,30-11223344-5,Consultora Gamma,Excelente,Regular,Bueno,Bueno,Regular,1
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1480,1480,Julieta,Castillo,D002,Recursos Humanos,???,115878.85,,,,,Bueno,Excelente,Bueno,Bueno,Bueno,1
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1481,1481,Juan Ignacio,Ojeda,D002,Recursos Humanos,Efectivo,131713.95,,,,,Bueno,Bueno,Regular,Bueno,Regular,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1482,1482,Santino Agustin,Duarte,D003,IT,Efectivo,116903.35,,,,,Regular,Bueno,Malo,Regular,Regular,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1483,1483,Francesca,Toledo,D002,Recursos Humanos,Contratado,,3212.29,3917.24,30-87654321-0,Consultora Beta,Bueno,Bueno,Bueno,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1484,1484,Lucía ,Gonzalez,D005,Operaciones,Contratado,,1048.95,4365.72,30-87654321-0,Consultora Beta,Regular,Malo,Bueno,Regular,Malo,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1485,1485,Juan Martin,Ayala,D003,IT,Efectivo,162682.44,,,,,Regular,Excelente,Excelente,Bueno,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1486,1486,Nahiara,Diaz,D005,Operaciones,Contratado,,3740.97,5465.4,30-87654321-0,Consultora Beta,Regular,Excelente,Malo,Regular,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1487,1487,Tiziano,Maidana,D004,Ventas,Efectivo,157083.92,,,,,Malo,Bueno,Bueno,Bueno,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1488,1488,Valentino,Villalba,D001,Finanzas,Efectivo,122659.73,,,,,Excelente,Bueno,Bueno,Excelente,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1489,1489,Emma,Chavez,D003,IT,Contratado,,3157.85,3882.35,30-12345678-9,Consultora Alfa,Bueno,Regular,Bueno,Excelente,Bueno,1
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1490,1490,Mateo,Cruz,D001,Finanzas,Contratado,,2747.14,5115.77,30-12345678-9,Consultora Alfa,Excelente,Malo,Bueno,Excelente,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1491,1491,Catalina,Vega,D005,Operaciones,Efectivo,,,,,,Regular,Malo,Excelente,Bueno,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1492,1492,Luca,Cruz,D003,IT,Efectivo,115816.61,,,,,Bueno,Excelente,Bueno,Excelente,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1493,1493,Tomàs,Perez,D002,Recursos Humanos,Efectivo,106494.32,,,,,Regular,Bueno,Bueno,Malo,Regular,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1494,1494,Valentina,Rodriguez,D001,Finanzas,Contratado,,3000.42,5101.21,30-11223344-5,Consultora Gamma,Malo,Excelente,Bueno,Bueno,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1495,1495,Valentina,Gomez,D002,Recursos Humanos,Contratado,,1844.92,2203.82,30-11223344-5,Consultora Gamma,Malo,Malo,Bueno,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1496,1496,Benjamin,Alvarez,D005,Operaciones,Efectivo,103483.89,,,,,Bueno,Excelente,Malo,Bueno,Regular,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1497,1497,Maria Paz,Martin,D001,Finanzas,Contratado,,2023.43,3991.86,30-99887766-1,Consultora Delta,Regular,Malo,Regular,Regular,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1498,1498,Antonio,Aguirre,D003,IT,Contratado,,2881.78,4046.75,30-99887766-1,Consultora Delta,Regular,Bueno,Bueno,Excelente,Regular,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1499,1499,Olivia,Molina,D004,Ventas,Efectivo,163574.03,,,,,Bueno,Bueno,Bueno,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1500,1500,Santino,Suarez,D004,Ventas,Contratado,,3261.4,4800.47,30-11223344-5,Consultora Gamma,Regular,Bueno,Bueno,Excelente,Malo,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1501,1501,Santino Ezequiel,Ferreyra,D005,Operaciones,Contratado,,,3361.17,30-87654321-0,Consultora Beta,Bueno,Regular,Bueno,Excelente,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1502,1502,Luciano,Lopez,D005,Operaciones,Efectivo,151173.35,,,,,Regular,Regular,Regular,Bueno,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1503,1503,Bautista,Farias,D001,Finanzas,Contratado,,2939.39,5170.48,30-12345678-9,Consultora Alfa,Bueno,Excelente,Bueno,Bueno,Regular,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1504,1504,Juana,Sanchez,D005,Operaciones,Contratado,,2142.51,2946.24,30-12345678-9,Consultora Alfa,Excelente,Bueno,Malo,Excelente,Bueno,1
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1505,1505,Oriana,Rodriguez,D003,IT,Contratado,,3654.31,4876.41,30-99887766-1,Consultora Delta,Regular,Bueno,Regular,Excelente,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1506,1506,Mateo,Torres,D003,IT,Contratado,,2278.36,3630.34,30-99887766-1,Consultora Delta,Bueno,Regular,Malo,Bueno,Malo,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1507,1507,Maria Paz,Molina,D003,IT,Efectivo,153763.04,,,,,Excelente,Regular,Bueno,Regular,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1508,1508,Alfonsina,Gomez,D003,IT,Contratado,,2048.47,,30-99887766-1,Consultora Delta,Excelente,Regular,Excelente,Bueno,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1509,1509,Mia,Cabrera,D002,Recursos Humanos,Contratado,,2279.5,5138.39,30-99887766-1,Consultora Delta,Excelente,Bueno,Excelente,Regular,Malo,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1510,1510,Jazmin,Gonzalez,D004,Ventas,Efectivo,110141.45,,,,,Bueno,Regular,Bueno,Regular,Bueno,1
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1511,1511,Thiago Joaquin,Lopez,D002,Recursos Humanos,Contratado,,3482.55,3955.89,30-99887766-1,Consultora Delta,Bueno,Bueno,Excelente,Bueno,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1512,1512,Mateo Agustin,Fernandez,D004,Ventas,Efectivo,115116.21,,,,,Regular,Regular,Bueno,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1513,1513,Santino,Diaz,D005,Operaciones,Contratado,,3032.74,3497.81,30-87654321-0,Consultora Beta,Regular,Regular,Excelente,Excelente,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1514,1514,Santiago,Quiroga,D003,IT,Contratado,,3592.66,3986.79,30-11223344-5,Consultora Gamma,Bueno,Malo,Excelente,Bueno,Malo,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1515,1515,Joaquín,Ojeda,D002,Recursos Humanos,Efectivo,113142.0,,,,,Excelente,Bueno,Bueno,Regular,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1516,1516,Thiago Benjamin,Garcia,D005,Operaciones,Efectivo,90169.52,,,,,Excelente,Bueno,Bueno,Excelente,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1517,1517,Emma,Rodriguez,D001,Finanzas,Contratado,,950.13,4308.97,30-87654321-0,Consultora Beta,Regular,Bueno,Excelente,Malo,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1518,1518,Franco,Mansilla,D001,Finanzas,Efectivo,192378.46,,,,,Regular,Regular,Excelente,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1519,1519,Felipe,Sosa,D001,Finanzas,Efectivo,143538.13,,,,,Regular,Bueno,Bueno,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1520,1520,Pedro,Garcia,D002,Recursos Humanos,Contratado,,2984.59,4237.11,30-11223344-5,Consultora Gamma,Bueno,Malo,Bueno,Malo,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1521,1521,Antonella,Juarez,D003,IT,Efectivo,120673.98,,,,,Bueno,Regular,Malo,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1522,1522,Sofia,Gonzalez,D001,Finanzas,Efectivo,136413.57,,,,,Bueno,Excelente,Bueno,Regular,Regular,1
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1523,1523,Joaquin,Garcia,D002,Recursos Humanos,Contratado,,2055.35,5614.32,30-11223344-5,Consultora Gamma,Bueno,Bueno,Regular,Bueno,Bueno,1
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1524,1524,Catalina,Farias,D004,Ventas,Efectivo,141461.44,,,,,Bueno,Bueno,Regular,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1525,1525,Julieta,Ruiz,D002,Recursos Humanos,Contratado,,3574.55,4938.48,30-11223344-5,Consultora Gamma,Malo,Bueno,Regular,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1526,1526,Pilar,Dominguez,D002,Recursos Humanos,Efectivo,120588.5,,,,,Bueno,Bueno,Malo,Malo,Regular,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1527,1527,Catalina,Molina,D002,Recursos Humanos,Efectivo,140185.84,,,,,Bueno,Excelente,Bueno,Bueno,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1528,1528,Santiago,Cruz,D002,Recursos Humanos,Efectivo,137754.42,,,,,Bueno,Bueno,Regular,Bueno,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1529,1529,Thiago,Acosta,D002,Recursos Humanos,Efectivo,109378.78,,,,,Bueno,Bueno,Regular,Regular,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1530,1530,Thiago Benjamin,Medina,D005,Operaciones,Efectivo,102791.95,,,,,Bueno,Excelente,Excelente,Excelente,Excelente,1
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1531,1531,Francisco,Perez,D001,Finanzas,Efectivo,123055.69,,,,,Excelente,Malo,Bueno,Regular,Malo,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1532,1532,Isabella,Cardozo,D001,Finanzas,Efectivo,166470.6,,,,,Malo,Bueno,Regular,Bueno,Regular,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1533,1533,Valentina ,Rodriguez,D001,Finanzas,Contratado,,2008.71,3032.47,30-87654321-0,Consultora Beta,Malo,Excelente,Bueno,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1534,1534,Alma,Rojas,D005,Operaciones,Contratado,,3131.81,4550.89,30-11223344-5,Consultora Gamma,Bueno,Malo,Malo,Bueno,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1535,1535,Emanuel,Luna,D001,Finanzas,Efectivo,125200.25,,,,,Bueno,Bueno,Excelente,Excelente,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1536,1536,Nicolas,Mansilla,D004,Ventas,Efectivo,127318.6,,,,,Excelente,Regular,Malo,Malo,Bueno,1
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1537,1537,Sara,Flores,D001,Finanzas,Contratado,,2821.44,5989.86,30-12345678-9,Consultora Alfa,Excelente,Bueno,Bueno,Malo,Excelente,1
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1538,1538,Mateo Benjamin,Aguero,D002,Recursos Humanos,Contratado,,1719.28,3671.5,30-11223344-5,Consultora Gamma,Bueno,Regular,Regular,Bueno,Malo,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1539,1539,Agustin,Lucero,D005,Operaciones,Contratado,,2917.4,2856.81,30-99887766-1,Consultora Delta,Malo,Bueno,Bueno,Bueno,Malo,1
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1540,1540,Agustin,Rodriguez,D001,Finanzas,Efectivo,114724.37,,,,,Malo,Excelente,Bueno,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1541,1541,Alvaro,Vera,D001,Finanzas,Efectivo,169844.1,,,,,Malo,Bueno,Bueno,Bueno,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1542,1542,Juan Bautista,Mendoza,D005,Operaciones,Efectivo,120626.59,,,,,Bueno,Bueno,Excelente,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1543,1543,Juan,Peralta,D003,IT,Contratado,,3184.56,3239.84,30-11223344-5,Consultora Gamma,Bueno,Bueno,Malo,Bueno,Regular,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1544,1544,Ana Paula,Gomez,D003,IT,Contratado,,2506.91,4124.8,30-87654321-0,Consultora Beta,Bueno,Bueno,Malo,Malo,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1545,1545,Matilda,Lopez,D003,IT,Contratado,,2745.83,5781.64,30-12345678-9,Consultora Alfa,Excelente,Excelente,Regular,Bueno,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1546,1546,Dylan Benjamin,Valdez,D005,Operaciones,Contratado,,3446.15,3388.54,30-12345678-9,Consultora Alfa,Regular,Excelente,Excelente,Regular,Regular,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1547,1547,Alma Valentina,Fernandez,D002,Recursos Humanos,Efectivo,127395.14,,,,,Malo,Malo,Bueno,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1548,1548,Pedro,Olivera,D001,Finanzas,Contratado,,3398.58,5640.15,30-87654321-0,Consultora Beta,Malo,Malo,Excelente,Regular,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1549,1549,Lorenzo,Franco,D002,Recursos Humanos,Efectivo,167416.22,,,,,Regular,Bueno,Bueno,Excelente,Regular,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1550,1550,Lucía,Miranda,D004,Ventas,Contratado,,2187.92,3689.14,30-87654321-0,Consultora Beta,Bueno,Regular,Bueno,Regular,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1551,1551,Valentina,Bustos,D001,Finanzas,Efectivo,82272.66,,,,,Excelente,Excelente,Bueno,Malo,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1552,1552,Uma ,Rodriguez,D001,Finanzas,Efectivo,112979.4,,,,,Regular,Regular,Bueno,Bueno,Regular,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1553,1553,Francesca,Ruiz,D004,Ventas,Efectivo,133990.75,,,,,Bueno,Bueno,Regular,Regular,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1554,1554,Juan Cruz,Perez,D003,IT,Efectivo,149620.04,,,,,Excelente,Excelente,Bueno,Malo,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1555,1555,Malena,Hernandez,D004,Ventas,Efectivo,117721.47,,,,,Regular,Regular,Excelente,Regular,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1556,1556,Maia,Rios,D003,IT,Contratado,,2744.12,4651.76,30-12345678-9,Consultora Alfa,Bueno,Regular,Bueno,Bueno,Regular,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1557,1557,Maximo,Flores,D003,IT,Contratado,,2331.89,6589.54,30-11223344-5,Consultora Gamma,Bueno,Regular,Bueno,Excelente,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1558,1558,Renata,Fernandez,D004,Ventas,Efectivo,71770.17,,,,,Regular,Malo,Bueno,Regular,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1559,1559,Salvador,Navarro,D004,Ventas,Efectivo,125542.22,,,,,Excelente,Excelente,Bueno,Malo,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1560,1560,Luisana,Blanco,D001,Finanzas,Efectivo,180708.19,,,,,Regular,Malo,Excelente,Malo,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1561,1561,Lucas,Gomez,D004,Ventas,Efectivo,120204.0,,,,,Bueno,Excelente,Bueno,Bueno,Malo,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1562,1562,Emilia,Rojas,D002,Recursos Humanos,Efectivo,114298.83,,,,,Bueno,Bueno,Bueno,Regular,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1563,1563,Alma,Ramirez,D003,IT,Contratado,,2714.04,4319.61,30-12345678-9,Consultora Alfa,Malo,Regular,Bueno,Excelente,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1564,1564,Olivia,Suarez,D002,Recursos Humanos,Efectivo,161185.45,,,,,Excelente,Bueno,Excelente,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1565,1565,Tomas,Gonzalez,D001,Finanzas,Efectivo,53644.14,,,,,Bueno,Bueno,Bueno,Bueno,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1566,1566,Victoria,Fernandez,D004,Ventas,Efectivo,166003.01,,,,,Bueno,Bueno,Bueno,Bueno,Bueno,1
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1567,1567,Sofía,Ledesma,D003,IT,Contratado,,1860.83,4233.35,30-99887766-1,Consultora Delta,Regular,Bueno,Bueno,Bueno,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1568,1568,Martina,Paez,D003,IT,Contratado,,2656.6,5088.55,30-87654321-0,Consultora Beta,Regular,Bueno,Regular,Bueno,Bueno,1
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1569,1569,Ignacio,Martinez,D003,IT,Efectivo,72056.27,,,,,Excelente,Regular,Bueno,Excelente,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1570,1570,Thiago Valentin,Ayala,D003,IT,Efectivo,133865.18,,,,,Bueno,Excelente,Regular,Regular,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1571,1571,Alfonsina,Gonzalez,D004,Ventas,Efectivo,180729.29,,,,,Bueno,Bueno,Regular,Bueno,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1572,1572,Sara,Sanchez,D003,IT,Efectivo,79104.78,,,,,Bueno,Regular,Bueno,Regular,Excelente,1
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1573,1573,Emilia,Aguirre,D005,Operaciones,Efectivo,125691.19,,,,,Regular,Regular,Excelente,Regular,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1574,1574,Genaro,Gomez,D004,Ventas,Contratado,,2470.41,4925.89,30-12345678-9,Consultora Alfa,Bueno,Bueno,Bueno,Excelente,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1575,1575,Joaquina,Fernandez,D003,IT,Efectivo,120574.43,,,,,Malo,Excelente,Bueno,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1576,1576,Martin,Acosta,D001,Finanzas,Contratado,,2486.81,4987.87,30-99887766-1,Consultora Delta,Bueno,Regular,Bueno,Excelente,Excelente,1
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1577,1577,Antonia,Perez,D001,Finanzas,Efectivo,174130.44,,,,,Bueno,Bueno,Excelente,Regular,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1578,1578,Ciro,Moreno,D004,Ventas,Contratado,,2847.28,5219.76,30-99887766-1,Consultora Delta,Excelente,Bueno,Regular,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1579,1579,Santiago,Diaz,D001,Finanzas,Contratado,,1965.38,3543.56,30-12345678-9,Consultora Alfa,Regular,Regular,Bueno,Malo,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1580,1580,Antonia,Villalba,D002,Recursos Humanos,Contratado,,3377.93,5984.12,30-87654321-0,Consultora Beta,Excelente,Bueno,Bueno,Excelente,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1581,1581,Alejo,Aguero,D004,Ventas,Efectivo,130668.4,,,,,Bueno,Bueno,Bueno,Excelente,Regular,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1582,1582,Tobias,Gutierrez,D004,Ventas,Efectivo,110608.26,,,,,Regular,Regular,Bueno,Excelente,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1583,1583,Mateo,Sanchez,D002,Recursos Humanos,Efectivo,119978.74,,,,,Excelente,Regular,Malo,Malo,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1584,1584,Bianca,Fernandez,D004,Ventas,Contratado,,1999.67,5104.52,30-99887766-1,Consultora Delta,Excelente,Regular,Bueno,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1585,1585,Mia Jazmin,Lucero,D001,Finanzas,Efectivo,146469.99,,,,,Excelente,Bueno,Bueno,Bueno,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1586,1586,Martina,Lopez,D005,Operaciones,Contratado,,2638.33,4029.96,30-87654321-0,Consultora Beta,Bueno,Excelente,Excelente,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1587,1587,Zoe Jazmin,Miranda,D003,IT,Efectivo,127976.35,,,,,Excelente,Bueno,Bueno,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1588,1588,Valentina,Medina,D001,Finanzas,Contratado,,2650.62,4433.87,30-99887766-1,Consultora Delta,Excelente,Bueno,Bueno,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1589,1589,Bastian,Vega,D001,Finanzas,Efectivo,182991.65,,,,,Excelente,Malo,Bueno,Regular,Regular,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1590,1590,Victoria,Paz,D002,Recursos Humanos,Contratado,,2802.38,4141.66,30-11223344-5,Consultora Gamma,Bueno,Excelente,Bueno,Bueno,Regular,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1591,1591,Juan Bautista,Godoy,D005,Operaciones,Efectivo,100573.75,,,,,Excelente,Regular,Regular,Bueno,Malo,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1592,1592,Juan Ignacio,Gonzalez,D003,IT,Efectivo,142325.76,,,,,Bueno,Regular,Malo,Bueno,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1593,1593,Thiago,Luna,D002,Recursos Humanos,Efectivo,114563.27,,,,,Excelente,Excelente,Excelente,Excelente,Excelente,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1594,1594,Joaquin,Aguero,D001,Finanzas,Efectivo,100518.81,,,,,Bueno,Bueno,Excelente,Excelente,Bueno,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1595,1595,Maria Victoria,Sosa,D004,Ventas,Contratado,,4057.04,5919.6,30-11223344-5,Consultora Gamma,Excelente,Bueno,Excelente,Regular,Regular,0
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1596,1596,Mateo,Escobar,D003,IT,Efectivo,101987.29,,,,,Malo,Malo,Malo,Excelente,Bueno,1
2026-06-29,sistema_rrhh_legacy,rrhh.csv,1597,1597,Lautaro Ezequiel,Ledesma,D001,Finanzas,Contratado,,1506.77,5507.51,30-99887766-1,Consultora Delta,Excelente,Excelente,Regular,Bueno,Regular,0
